id_sample,plot,sample_name,experiment_name,environment,sampling_identifier,measurment,season,LAI_FILE,LAI,DATE,TIME
7_A_ACRE-Biomass_Late_y22_LAI_sampling-5,7,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-007A,6.945,20220830,17:57:30
7_B_ACRE-Biomass_Late_y22_LAI_sampling-5,7,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-007B,5.762,20220830,17:57:56
8_A_ACRE-Biomass_Late_y22_LAI_sampling-5,8,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-008A,7.222,20220830,17:58:31
8_B_ACRE-Biomass_Late_y22_LAI_sampling-5,8,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-008B,6.891,20220830,17:58:57
9_A_ACRE-Biomass_Late_y22_LAI_sampling-5,9,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-009A,5.972,20220830,17:59:44
9_B_ACRE-Biomass_Late_y22_LAI_sampling-5,9,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-009B,5.681,20220830,18:00:06
10_A_ACRE-Biomass_Late_y22_LAI_sampling-5,10,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-010A,7.311,20220830,18:00:38
10_B_ACRE-Biomass_Late_y22_LAI_sampling-5,10,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-010B,6.475,20220830,18:01:58
11_A_ACRE-Biomass_Late_y22_LAI_sampling-5,11,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-011A,7.305,20220830,18:02:45
11_B_ACRE-Biomass_Late_y22_LAI_sampling-5,11,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-011B,7.027,20220830,18:03:31
12_A_ACRE-Biomass_Late_y22_LAI_sampling-5,12,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-012A,5.764,20220830,18:04:11
12_B_ACRE-Biomass_Late_y22_LAI_sampling-5,12,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-012B,5.561,20220830,18:04:35
13_A_ACRE-Biomass_Late_y22_LAI_sampling-5,13,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-013A,5.93,20220830,18:05:23
13_B_ACRE-Biomass_Late_y22_LAI_sampling-5,13,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-013B,5.276,20220830,18:05:44
14_A_ACRE-Biomass_Late_y22_LAI_sampling-5,14,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-014A,6.446,20220830,18:06:11
14_B_ACRE-Biomass_Late_y22_LAI_sampling-5,14,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-014B,5.187,20220830,18:06:42
15_A_ACRE-Biomass_Late_y22_LAI_sampling-5,15,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-015A,6.663,20220830,18:07:25
15_B_ACRE-Biomass_Late_y22_LAI_sampling-5,15,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-015B,6.109,20220830,18:07:48
16_A_ACRE-Biomass_Late_y22_LAI_sampling-5,16,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-016A,6.493,20220830,18:08:16
16_B_ACRE-Biomass_Late_y22_LAI_sampling-5,16,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-016B,6.417,20220830,18:08:40
17_A_ACRE-Biomass_Late_y22_LAI_sampling-5,17,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-017A,6.198,20220830,18:09:32
17_B_ACRE-Biomass_Late_y22_LAI_sampling-5,17,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-017B,5.314,20220830,18:10:00
18_A_ACRE-Biomass_Late_y22_LAI_sampling-5,18,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-018A,4.698,20220830,18:10:33
18_B_ACRE-Biomass_Late_y22_LAI_sampling-5,18,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-018B,3.768,20220830,18:10:59
19_A_ACRE-Biomass_Late_y22_LAI_sampling-5,19,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-019A,0,20220830,18:11:31
19_B_ACRE-Biomass_Late_y22_LAI_sampling-5,19,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-019B,6.026,20220830,18:11:55
20_A_ACRE-Biomass_Late_y22_LAI_sampling-5,20,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-020A,6.607,20220830,18:12:24
20_B_ACRE-Biomass_Late_y22_LAI_sampling-5,20,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-020B,5.872,20220830,18:12:46
21_A_ACRE-Biomass_Late_y22_LAI_sampling-5,21,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-021A,6.8,20220830,18:13:15
21_B_ACRE-Biomass_Late_y22_LAI_sampling-5,21,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-021B,5.098,20220830,18:13:53
22_A_ACRE-Biomass_Late_y22_LAI_sampling-5,22,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-022A,6.166,20220830,18:14:30
22_B_ACRE-Biomass_Late_y22_LAI_sampling-5,22,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-022B,6.36,20220830,18:15:24
23_A_ACRE-Biomass_Late_y22_LAI_sampling-5,23,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-023A,6.044,20220830,18:15:54
23_B_ACRE-Biomass_Late_y22_LAI_sampling-5,23,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-023B,5.67,20220830,18:17:02
24_A_ACRE-Biomass_Late_y22_LAI_sampling-5,24,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-024A,6.924,20220830,18:17:31
24_B_ACRE-Biomass_Late_y22_LAI_sampling-5,24,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-024B,6.13,20220830,18:18:36
25_A_ACRE-Biomass_Late_y22_LAI_sampling-5,25,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-025A,5.686,20220830,18:19:11
25_B_ACRE-Biomass_Late_y22_LAI_sampling-5,25,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-025B,5.387,20220830,18:19:37
26_A_ACRE-Biomass_Late_y22_LAI_sampling-5,26,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-026A,6.521,20220830,18:20:56
26_B_ACRE-Biomass_Late_y22_LAI_sampling-5,26,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-026B,5.97,20220830,18:21:19
27_A_ACRE-Biomass_Late_y22_LAI_sampling-5,27,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-027A,6.243,20220830,18:22:02
27_B_ACRE-Biomass_Late_y22_LAI_sampling-5,27,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-027B,0,20220830,18:22:23
28_A_ACRE-Biomass_Late_y22_LAI_sampling-5,28,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-028A,5.242,20220830,18:24:13
28_B_ACRE-Biomass_Late_y22_LAI_sampling-5,28,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-028B,5.401,20220830,18:23:50
29_A_ACRE-Biomass_Late_y22_LAI_sampling-5,29,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-029A,6.927,20220830,18:24:47
29_B_ACRE-Biomass_Late_y22_LAI_sampling-5,29,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-029B,6.219,20220830,18:25:09
30_A_ACRE-Biomass_Late_y22_LAI_sampling-5,30,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-030A,6.032,20220830,18:27:15
30_B_ACRE-Biomass_Late_y22_LAI_sampling-5,30,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-030B,6.602,20220830,18:26:42
31_A_ACRE-Biomass_Late_y22_LAI_sampling-5,31,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-031A,5.177,20220830,18:27:52
31_B_ACRE-Biomass_Late_y22_LAI_sampling-5,31,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-031B,4.723,20220830,18:28:20
32_A_ACRE-Biomass_Late_y22_LAI_sampling-5,32,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-032A,6.14,20220830,18:29:09
32_B_ACRE-Biomass_Late_y22_LAI_sampling-5,32,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-032B,5.981,20220830,18:29:44
33_A_ACRE-Biomass_Late_y22_LAI_sampling-5,33,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-033A,5.452,20220830,18:30:28
33_B_ACRE-Biomass_Late_y22_LAI_sampling-5,33,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-033B,5.097,20220830,18:32:04
34_A_ACRE-Biomass_Late_y22_LAI_sampling-5,34,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-034A,6.559,20220830,18:32:42
34_B_ACRE-Biomass_Late_y22_LAI_sampling-5,34,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-034B,6.055,20220830,18:33:20
35_A_ACRE-Biomass_Late_y22_LAI_sampling-5,35,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-035A,7.802,20220830,18:34:04
35_B_ACRE-Biomass_Late_y22_LAI_sampling-5,35,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-035B,6.703,20220830,18:34:32
36_A_ACRE-Biomass_Late_y22_LAI_sampling-5,36,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-036A,5.704,20220830,18:35:03
36_B_ACRE-Biomass_Late_y22_LAI_sampling-5,36,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-036B,5.205,20220830,18:35:29
37_A_ACRE-Biomass_Late_y22_LAI_sampling-5,37,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-037A,6.056,20220830,18:35:57
37_B_ACRE-Biomass_Late_y22_LAI_sampling-5,37,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-037B,5.798,20220830,18:36:30
38_A_ACRE-Biomass_Late_y22_LAI_sampling-5,38,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-038A,6.827,20220830,18:37:04
38_B_ACRE-Biomass_Late_y22_LAI_sampling-5,38,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-038B,6.391,20220830,18:37:30
39_A_ACRE-Biomass_Late_y22_LAI_sampling-5,39,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-039A,6.51,20220830,18:38:00
39_B_ACRE-Biomass_Late_y22_LAI_sampling-5,39,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-039B,6.068,20220830,18:38:42
40_A_ACRE-Biomass_Late_y22_LAI_sampling-5,40,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-040A,6.066,20220830,18:39:42
40_B_ACRE-Biomass_Late_y22_LAI_sampling-5,40,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-040B,5.659,20220830,18:40:08
41_A_ACRE-Biomass_Late_y22_LAI_sampling-5,41,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-041A,5.086,20220830,18:40:37
41_B_ACRE-Biomass_Late_y22_LAI_sampling-5,41,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-041B,4.558,20220830,18:41:00
42_A_ACRE-Biomass_Late_y22_LAI_sampling-5,42,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-042A,6.641,20220830,18:41:25
42_B_ACRE-Biomass_Late_y22_LAI_sampling-5,42,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-042B,6.689,20220830,18:41:56
43_A_ACRE-Biomass_Late_y22_LAI_sampling-5,43,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-043A,6.41,20220830,18:42:34
43_B_ACRE-Biomass_Late_y22_LAI_sampling-5,43,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-043B,5.473,20220830,18:42:56
44_A_ACRE-Biomass_Late_y22_LAI_sampling-5,44,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-044A,5.016,20220830,18:43:27
44_B_ACRE-Biomass_Late_y22_LAI_sampling-5,44,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-044B,4.793,20220830,18:43:52
45_A_ACRE-Biomass_Late_y22_LAI_sampling-5,45,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-045A,5.909,20220830,18:44:26
45_B_ACRE-Biomass_Late_y22_LAI_sampling-5,45,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-045B,5.099,20220830,18:44:48
46_A_ACRE-Biomass_Late_y22_LAI_sampling-5,46,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-046A,6.425,20220830,18:46:03
46_B_ACRE-Biomass_Late_y22_LAI_sampling-5,46,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-046B,6.447,20220830,18:48:31
47_A_ACRE-Biomass_Late_y22_LAI_sampling-5,47,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-047A,6.371,20220830,18:49:58
47_B_ACRE-Biomass_Late_y22_LAI_sampling-5,47,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-047B,6.06,20220830,18:50:27
48_A_ACRE-Biomass_Late_y22_LAI_sampling-5,48,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-048A,6.389,20220830,18:50:57
48_B_ACRE-Biomass_Late_y22_LAI_sampling-5,48,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-048B,5.722,20220830,18:51:33
49_A_ACRE-Biomass_Late_y22_LAI_sampling-5,49,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-049A,6.323,20220830,18:52:08
49_B_ACRE-Biomass_Late_y22_LAI_sampling-5,49,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-049B,6.131,20220830,18:52:37
50_A_ACRE-Biomass_Late_y22_LAI_sampling-5,50,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-050A,5.819,20220830,18:53:04
50_B_ACRE-Biomass_Late_y22_LAI_sampling-5,50,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-050B,5.731,20220830,18:53:40
51_A_ACRE-Biomass_Late_y22_LAI_sampling-5,51,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-051A,5.583,20220830,18:54:18
51_B_ACRE-Biomass_Late_y22_LAI_sampling-5,51,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-051B,5.193,20220830,18:56:42
52_A_ACRE-Biomass_Late_y22_LAI_sampling-5,52,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-052A,5.299,20220830,18:57:16
52_B_ACRE-Biomass_Late_y22_LAI_sampling-5,52,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-052B,4.904,20220830,18:57:48
53_A_ACRE-Biomass_Late_y22_LAI_sampling-5,53,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-053A,4.071,20220830,18:58:23
53_B_ACRE-Biomass_Late_y22_LAI_sampling-5,53,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-053B,4.086,20220830,18:58:54
54_A_ACRE-Biomass_Late_y22_LAI_sampling-5,54,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-054A,5.344,20220830,18:59:40
54_B_ACRE-Biomass_Late_y22_LAI_sampling-5,54,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-054B,4.777,20220830,19:00:16
55_A_ACRE-Biomass_Late_y22_LAI_sampling-5,55,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-055A,5.02,20220830,19:01:04
55_B_ACRE-Biomass_Late_y22_LAI_sampling-5,55,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-055B,4.657,20220830,19:01:37
56_A_ACRE-Biomass_Late_y22_LAI_sampling-5,56,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-056A,5.764,20220830,19:04:37
56_B_ACRE-Biomass_Late_y22_LAI_sampling-5,56,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-056B,5.168,20220830,19:05:07
57_A_ACRE-Biomass_Late_y22_LAI_sampling-5,57,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-057A,6.695,20220830,19:05:48
57_B_ACRE-Biomass_Late_y22_LAI_sampling-5,57,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-057B,5.902,20220830,19:06:16
58_A_ACRE-Biomass_Late_y22_LAI_sampling-5,58,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-058A,6.036,20220830,19:07:42
58_B_ACRE-Biomass_Late_y22_LAI_sampling-5,58,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-058B,5.548,20220830,19:08:04
59_A_ACRE-Biomass_Late_y22_LAI_sampling-5,59,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-059A,5.063,20220830,19:08:28
59_B_ACRE-Biomass_Late_y22_LAI_sampling-5,59,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-059B,4.119,20220830,19:08:56
60_A_ACRE-Biomass_Late_y22_LAI_sampling-5,60,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-060A,6.402,20220830,19:09:22
60_B_ACRE-Biomass_Late_y22_LAI_sampling-5,60,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-060B,6.076,20220830,19:11:31
61_A_ACRE-Biomass_Late_y22_LAI_sampling-5,61,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-061A,5.745,20220830,19:12:03
61_B_ACRE-Biomass_Late_y22_LAI_sampling-5,61,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-061B,5.449,20220830,19:12:26
62_A_ACRE-Biomass_Late_y22_LAI_sampling-5,62,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-062A,6.249,20220830,19:12:52
62_B_ACRE-Biomass_Late_y22_LAI_sampling-5,62,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-062B,5.714,20220830,19:13:20
63_A_ACRE-Biomass_Late_y22_LAI_sampling-5,63,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-063A,5.786,20220830,19:13:51
63_B_ACRE-Biomass_Late_y22_LAI_sampling-5,63,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-063B,5.252,20220830,19:14:15
64_A_ACRE-Biomass_Late_y22_LAI_sampling-5,64,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-064A,5.843,20220830,19:14:45
64_B_ACRE-Biomass_Late_y22_LAI_sampling-5,64,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-064B,5.401,20220830,19:15:08
65_A_ACRE-Biomass_Late_y22_LAI_sampling-5,65,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-065A,4.486,20220830,19:15:34
65_B_ACRE-Biomass_Late_y22_LAI_sampling-5,65,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-065B,3.859,20220830,19:15:57
66_A_ACRE-Biomass_Late_y22_LAI_sampling-5,66,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-066A,4.727,20220830,19:16:24
66_B_ACRE-Biomass_Late_y22_LAI_sampling-5,66,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-066B,4.653,20220830,19:16:44
67_A_ACRE-Biomass_Late_y22_LAI_sampling-5,67,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-067A,4.294,20220830,19:17:11
67_B_ACRE-Biomass_Late_y22_LAI_sampling-5,67,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-067B,4.427,20220830,19:17:32
68_A_ACRE-Biomass_Late_y22_LAI_sampling-5,68,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-068A,5.783,20220830,19:17:56
68_B_ACRE-Biomass_Late_y22_LAI_sampling-5,68,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-068B,5.323,20220830,19:18:23
69_A_ACRE-Biomass_Late_y22_LAI_sampling-5,69,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-069A,6.178,20220830,19:18:47
69_B_ACRE-Biomass_Late_y22_LAI_sampling-5,69,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-069B,5.804,20220830,19:19:14
70_A_ACRE-Biomass_Late_y22_LAI_sampling-5,70,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-070A,6.859,20220830,19:19:48
70_B_ACRE-Biomass_Late_y22_LAI_sampling-5,70,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-070B,6.363,20220830,19:20:20
71_A_ACRE-Biomass_Late_y22_LAI_sampling-5,71,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-071A,6.476,20220830,19:21:21
71_B_ACRE-Biomass_Late_y22_LAI_sampling-5,71,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-071B,6.103,20220830,19:21:48
72_A_ACRE-Biomass_Late_y22_LAI_sampling-5,72,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-072A,5.038,20220830,19:22:46
72_B_ACRE-Biomass_Late_y22_LAI_sampling-5,72,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-072B,4.298,20220830,19:23:14
73_A_ACRE-Biomass_Late_y22_LAI_sampling-5,73,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-073A,5.281,20220830,19:23:44
73_B_ACRE-Biomass_Late_y22_LAI_sampling-5,73,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-073B,5.054,20220830,19:24:08
74_A_ACRE-Biomass_Late_y22_LAI_sampling-5,74,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-074A,5.593,20220830,19:24:32
74_B_ACRE-Biomass_Late_y22_LAI_sampling-5,74,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-074B,5.42,20220830,19:24:55
75_A_ACRE-Biomass_Late_y22_LAI_sampling-5,75,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-075A,6.023,20220830,19:25:23
75_B_ACRE-Biomass_Late_y22_LAI_sampling-5,75,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-075B,5.443,20220830,19:25:47
76_A_ACRE-Biomass_Late_y22_LAI_sampling-5,76,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-076A,5.725,20220830,19:26:11
76_B_ACRE-Biomass_Late_y22_LAI_sampling-5,76,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-076B,5.621,20220830,19:26:38
77_A_ACRE-Biomass_Late_y22_LAI_sampling-5,77,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-077A,5.306,20220830,19:27:08
77_B_ACRE-Biomass_Late_y22_LAI_sampling-5,77,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-077B,4.979,20220830,19:27:34
78_A_ACRE-Biomass_Late_y22_LAI_sampling-5,78,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-078A,6.606,20220830,19:28:03
78_B_ACRE-Biomass_Late_y22_LAI_sampling-5,78,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-078B,5.838,20220830,19:29:39
79_A_ACRE-Biomass_Late_y22_LAI_sampling-5,79,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-079A,4.884,20220830,19:30:05
79_B_ACRE-Biomass_Late_y22_LAI_sampling-5,79,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-079B,5.172,20220830,19:30:25
80_A_ACRE-Biomass_Late_y22_LAI_sampling-5,80,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-080A,5.222,20220830,19:30:50
80_B_ACRE-Biomass_Late_y22_LAI_sampling-5,80,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-080B,4.869,20220830,19:31:19
81_A_ACRE-Biomass_Late_y22_LAI_sampling-5,81,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-081A,5.193,20220830,19:31:45
81_B_ACRE-Biomass_Late_y22_LAI_sampling-5,81,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-081B,4.947,20220830,19:32:05
82_A_ACRE-Biomass_Late_y22_LAI_sampling-5,82,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-082A,6.362,20220830,19:32:36
82_B_ACRE-Biomass_Late_y22_LAI_sampling-5,82,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-082B,6.293,20220830,19:32:58
83_A_ACRE-Biomass_Late_y22_LAI_sampling-5,83,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-083A,6.698,20220830,19:33:21
83_B_ACRE-Biomass_Late_y22_LAI_sampling-5,83,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-083B,6.014,20220830,19:33:46
84_A_ACRE-Biomass_Late_y22_LAI_sampling-5,84,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-084A,5.179,20220830,19:34:14
84_B_ACRE-Biomass_Late_y22_LAI_sampling-5,84,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-084B,4.606,20220830,19:35:01
85_A_ACRE-Biomass_Late_y22_LAI_sampling-5,85,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-085A,5.789,20220830,19:35:23
85_B_ACRE-Biomass_Late_y22_LAI_sampling-5,85,B,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-085B,5.388,20220830,19:35:50
86_A_ACRE-Biomass_Late_y22_LAI_sampling-5,86,A,ACRE-Biomass,Late,sampling-5,LAI,y22,AL5-086A,6.59,20220830,19:36:16
