id_sample,plot,sample_name,experiment_name,environment,sampling_identifier,measurment,season,LAI_FILE,LAI,DATE,TIME
7_B_ACRE-Biomass_Early_y22_LAI_sampling-5,7,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-007B,5.677,20220817,07:55:41
8_A_ACRE-Biomass_Early_y22_LAI_sampling-5,8,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-008A,2.204,20220817,07:56:25
8_B_ACRE-Biomass_Early_y22_LAI_sampling-5,8,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-008B,2.818,20220817,07:56:56
9_A_ACRE-Biomass_Early_y22_LAI_sampling-5,9,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-009A,5.009,20220817,07:57:25
9_B_ACRE-Biomass_Early_y22_LAI_sampling-5,9,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-009B,4.966,20220817,08:00:05
10_A_ACRE-Biomass_Early_y22_LAI_sampling-5,10,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-010A,7.093,20220817,08:00:33
10_B_ACRE-Biomass_Early_y22_LAI_sampling-5,10,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-010B,6.926,20220817,08:01:11
11_A_ACRE-Biomass_Early_y22_LAI_sampling-5,11,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-011A,4.189,20220817,08:02:21
11_B_ACRE-Biomass_Early_y22_LAI_sampling-5,11,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-011B,4.957,20220817,08:03:17
12_A_ACRE-Biomass_Early_y22_LAI_sampling-5,12,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-012A,3.319,20220817,08:06:00
12_B_ACRE-Biomass_Early_y22_LAI_sampling-5,12,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-012B,3.382,20220817,08:06:25
13_A_ACRE-Biomass_Early_y22_LAI_sampling-5,13,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-013A,3.109,20220817,08:06:57
13_B_ACRE-Biomass_Early_y22_LAI_sampling-5,13,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-013B,3.687,20220817,08:07:23
14_A_ACRE-Biomass_Early_y22_LAI_sampling-5,14,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-014A,3.955,20220817,08:09:15
14_B_ACRE-Biomass_Early_y22_LAI_sampling-5,14,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-014B,4.506,20220817,08:09:40
15_A_ACRE-Biomass_Early_y22_LAI_sampling-5,15,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-015A,5.467,20220817,08:10:10
15_B_ACRE-Biomass_Early_y22_LAI_sampling-5,15,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-015B,6.017,20220817,08:10:49
16_A_ACRE-Biomass_Early_y22_LAI_sampling-5,16,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-016A,5.133,20220817,08:11:21
16_B_ACRE-Biomass_Early_y22_LAI_sampling-5,16,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-016B,5.629,20220817,08:11:55
17_A_ACRE-Biomass_Early_y22_LAI_sampling-5,17,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-017A,2.843,20220817,08:12:23
17_B_ACRE-Biomass_Early_y22_LAI_sampling-5,17,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-017B,3.341,20220817,08:12:54
18_A_ACRE-Biomass_Early_y22_LAI_sampling-5,18,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-018A,5.073,20220817,08:13:22
18_B_ACRE-Biomass_Early_y22_LAI_sampling-5,18,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-018B,5.778,20220817,08:14:32
19_A_ACRE-Biomass_Early_y22_LAI_sampling-5,19,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-019A,3.835,20220817,08:15:11
19_B_ACRE-Biomass_Early_y22_LAI_sampling-5,19,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-019B,4.797,20220817,08:15:34
20_A_ACRE-Biomass_Early_y22_LAI_sampling-5,20,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-020A,4.638,20220817,08:16:08
20_B_ACRE-Biomass_Early_y22_LAI_sampling-5,20,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-020B,5.196,20220817,08:16:34
21_A_ACRE-Biomass_Early_y22_LAI_sampling-5,21,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-021A,5.930,20220817,08:17:10
21_B_ACRE-Biomass_Early_y22_LAI_sampling-5,21,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-021B,5.920,20220817,08:17:44
22_A_ACRE-Biomass_Early_y22_LAI_sampling-5,22,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-022A,5.506,20220817,08:18:14
22_B_ACRE-Biomass_Early_y22_LAI_sampling-5,22,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-022B,5.699,20220817,08:18:54
23_A_ACRE-Biomass_Early_y22_LAI_sampling-5,23,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-023A,4.331,20220817,08:19:35
23_B_ACRE-Biomass_Early_y22_LAI_sampling-5,23,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-023B,4.426,20220817,08:20:03
24_A_ACRE-Biomass_Early_y22_LAI_sampling-5,24,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-024A,1.799,20220817,08:20:37
24_B_ACRE-Biomass_Early_y22_LAI_sampling-5,24,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-024B,2.326,20220817,08:21:20
25_A_ACRE-Biomass_Early_y22_LAI_sampling-5,25,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-025A,5.198,20220817,08:21:46
25_B_ACRE-Biomass_Early_y22_LAI_sampling-5,25,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-025B,4.630,20220817,08:22:33
26_A_ACRE-Biomass_Early_y22_LAI_sampling-5,26,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-026A,6.571,20220817,08:23:07
26_B_ACRE-Biomass_Early_y22_LAI_sampling-5,26,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-026B,7.142,20220817,08:23:50
27_A_ACRE-Biomass_Early_y22_LAI_sampling-5,27,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-027A,3.990,20220817,08:24:21
27_B_ACRE-Biomass_Early_y22_LAI_sampling-5,27,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-027B,3.987,20220817,08:24:52
28_A_ACRE-Biomass_Early_y22_LAI_sampling-5,28,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-028A,5.325,20220817,08:25:27
28_B_ACRE-Biomass_Early_y22_LAI_sampling-5,28,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-028B,6.199,20220817,08:26:47
29_A_ACRE-Biomass_Early_y22_LAI_sampling-5,29,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-029A,3.453,20220817,08:27:31
29_B_ACRE-Biomass_Early_y22_LAI_sampling-5,29,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-029B,4.200,20220817,08:27:56
30_A_ACRE-Biomass_Early_y22_LAI_sampling-5,30,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-030A,4.403,20220817,08:28:52
30_B_ACRE-Biomass_Early_y22_LAI_sampling-5,30,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-030B,5.187,20220817,08:29:43
31_A_ACRE-Biomass_Early_y22_LAI_sampling-5,31,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-031A,4.778,20220817,08:30:20
31_B_ACRE-Biomass_Early_y22_LAI_sampling-5,31,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-031B,6.005,20220817,08:30:45
32_A_ACRE-Biomass_Early_y22_LAI_sampling-5,32,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-032A,4.893,20220817,08:31:15
32_B_ACRE-Biomass_Early_y22_LAI_sampling-5,32,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-032B,5.077,20220817,08:31:44
33_A_ACRE-Biomass_Early_y22_LAI_sampling-5,33,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-033A,5.269,20220817,08:32:18
33_B_ACRE-Biomass_Early_y22_LAI_sampling-5,33,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-033B,5.370,20220817,08:32:52
34_A_ACRE-Biomass_Early_y22_LAI_sampling-5,34,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-034A,6.038,20220817,08:33:21
34_B_ACRE-Biomass_Early_y22_LAI_sampling-5,34,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-034B,5.916,20220817,08:33:52
35_A_ACRE-Biomass_Early_y22_LAI_sampling-5,35,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-035A,5.681,20220817,08:34:23
35_B_ACRE-Biomass_Early_y22_LAI_sampling-5,35,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-035B,5.362,20220817,08:35:08
36_A_ACRE-Biomass_Early_y22_LAI_sampling-5,36,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-036A,3.166,20220817,08:35:37
36_B_ACRE-Biomass_Early_y22_LAI_sampling-5,36,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-036B,3.963,20220817,08:36:18
37_A_ACRE-Biomass_Early_y22_LAI_sampling-5,37,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-037A,4.312,20220817,08:37:06
37_B_ACRE-Biomass_Early_y22_LAI_sampling-5,37,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-037B,4.372,20220817,08:37:28
38_A_ACRE-Biomass_Early_y22_LAI_sampling-5,38,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-038A,6.466,20220817,08:38:59
38_B_ACRE-Biomass_Early_y22_LAI_sampling-5,38,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-038B,6.385,20220817,08:39:26
39_A_ACRE-Biomass_Early_y22_LAI_sampling-5,39,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-039A,3.923,20220817,08:39:56
39_B_ACRE-Biomass_Early_y22_LAI_sampling-5,39,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-039B,4.588,20220817,08:40:30
40_A_ACRE-Biomass_Early_y22_LAI_sampling-5,40,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-040A,4.825,20220817,08:41:07
40_B_ACRE-Biomass_Early_y22_LAI_sampling-5,40,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-040B,5.156,20220817,08:41:34
41_A_ACRE-Biomass_Early_y22_LAI_sampling-5,41,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-041A,5.994,20220817,08:42:05
41_B_ACRE-Biomass_Early_y22_LAI_sampling-5,41,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-041B,5.707,20220817,08:42:34
42_A_ACRE-Biomass_Early_y22_LAI_sampling-5,42,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-042A,6.296,20220817,08:43:33
42_B_ACRE-Biomass_Early_y22_LAI_sampling-5,42,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-042B,5.897,20220817,08:44:05
43_A_ACRE-Biomass_Early_y22_LAI_sampling-5,43,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-043A,7.373,20220817,08:44:38
43_B_ACRE-Biomass_Early_y22_LAI_sampling-5,43,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-043B,7.400,20220817,08:45:08
44_A_ACRE-Biomass_Early_y22_LAI_sampling-5,44,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-044A,3.934,20220817,08:45:53
44_B_ACRE-Biomass_Early_y22_LAI_sampling-5,44,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-044B,4.502,20220817,08:46:20
45_A_ACRE-Biomass_Early_y22_LAI_sampling-5,45,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-045A,4.868,20220817,08:46:49
45_B_ACRE-Biomass_Early_y22_LAI_sampling-5,45,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-045B,4.803,20220817,08:47:23
46_A_ACRE-Biomass_Early_y22_LAI_sampling-5,46,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-046A,5.381,20220817,08:48:00
46_B_ACRE-Biomass_Early_y22_LAI_sampling-5,46,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-046B,5.634,20220817,08:48:27
47_A_ACRE-Biomass_Early_y22_LAI_sampling-5,47,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-047A,4.354,20220817,08:49:42
47_B_ACRE-Biomass_Early_y22_LAI_sampling-5,47,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-047B,5.849,20220817,08:50:10
48_A_ACRE-Biomass_Early_y22_LAI_sampling-5,48,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-048A,5.062,20220817,08:50:44
48_B_ACRE-Biomass_Early_y22_LAI_sampling-5,48,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-048B,5.153,20220817,08:52:51
49_A_ACRE-Biomass_Early_y22_LAI_sampling-5,49,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-049A,4.471,20220817,08:53:47
49_B_ACRE-Biomass_Early_y22_LAI_sampling-5,49,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-049B,0.000,20220817,08:54:16
50_A_ACRE-Biomass_Early_y22_LAI_sampling-5,50,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-050A,4.632,20220817,08:54:45
50_B_ACRE-Biomass_Early_y22_LAI_sampling-5,50,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-050B,5.005,20220817,08:55:48
51_A_ACRE-Biomass_Early_y22_LAI_sampling-5,51,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-051A,4.547,20220817,08:56:22
51_B_ACRE-Biomass_Early_y22_LAI_sampling-5,51,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-051B,5.197,20220817,08:56:46
52_A_ACRE-Biomass_Early_y22_LAI_sampling-5,52,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-052A,5.113,20220817,08:57:21
52_B_ACRE-Biomass_Early_y22_LAI_sampling-5,52,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-052B,5.148,20220817,08:57:47
53_A_ACRE-Biomass_Early_y22_LAI_sampling-5,53,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-053A,4.355,20220817,08:58:14
53_B_ACRE-Biomass_Early_y22_LAI_sampling-5,53,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-053B,5.258,20220817,08:58:42
54_A_ACRE-Biomass_Early_y22_LAI_sampling-5,54,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-054A,6.376,20220817,08:59:12
54_B_ACRE-Biomass_Early_y22_LAI_sampling-5,54,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-054B,6.419,20220817,08:59:49
55_A_ACRE-Biomass_Early_y22_LAI_sampling-5,55,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-055A,4.814,20220817,09:00:19
55_B_ACRE-Biomass_Early_y22_LAI_sampling-5,55,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-055B,4.963,20220817,09:00:55
56_A_ACRE-Biomass_Early_y22_LAI_sampling-5,56,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-056A,5.259,20220817,09:01:35
56_B_ACRE-Biomass_Early_y22_LAI_sampling-5,56,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-056B,5.126,20220817,09:04:03
57_A_ACRE-Biomass_Early_y22_LAI_sampling-5,57,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-057A,5.457,20220817,09:04:39
57_B_ACRE-Biomass_Early_y22_LAI_sampling-5,57,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-057B,5.491,20220817,09:05:31
58_A_ACRE-Biomass_Early_y22_LAI_sampling-5,58,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-058A,4.578,20220817,09:05:59
58_B_ACRE-Biomass_Early_y22_LAI_sampling-5,58,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-058B,4.891,20220817,09:06:32
59_A_ACRE-Biomass_Early_y22_LAI_sampling-5,59,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-059A,4.314,20220817,09:07:14
59_B_ACRE-Biomass_Early_y22_LAI_sampling-5,59,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-059B,4.592,20220817,09:07:43
60_A_ACRE-Biomass_Early_y22_LAI_sampling-5,60,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-060A,3.446,20220817,09:08:12
60_B_ACRE-Biomass_Early_y22_LAI_sampling-5,60,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-060B,4.363,20220817,09:09:05
61_A_ACRE-Biomass_Early_y22_LAI_sampling-5,61,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-061A,4.562,20220817,09:09:31
61_B_ACRE-Biomass_Early_y22_LAI_sampling-5,61,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-061B,5.014,20220817,09:09:55
62_A_ACRE-Biomass_Early_y22_LAI_sampling-5,62,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-062A,3.951,20220817,09:10:22
62_B_ACRE-Biomass_Early_y22_LAI_sampling-5,62,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-062B,3.849,20220817,09:11:04
63_A_ACRE-Biomass_Early_y22_LAI_sampling-5,63,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-063A,2.379,20220817,09:11:33
63_B_ACRE-Biomass_Early_y22_LAI_sampling-5,63,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-063B,2.626,20220817,09:12:11
64_A_ACRE-Biomass_Early_y22_LAI_sampling-5,64,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-064A,4.311,20220817,09:13:02
64_B_ACRE-Biomass_Early_y22_LAI_sampling-5,64,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-064B,4.590,20220817,09:13:31
65_A_ACRE-Biomass_Early_y22_LAI_sampling-5,65,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-065A,4.496,20220817,09:14:46
65_B_ACRE-Biomass_Early_y22_LAI_sampling-5,65,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-065B,5.162,20220817,09:15:08
66_A_ACRE-Biomass_Early_y22_LAI_sampling-5,66,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-066A,5.363,20220817,09:15:47
66_B_ACRE-Biomass_Early_y22_LAI_sampling-5,66,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-066B,5.212,20220817,09:16:11
67_A_ACRE-Biomass_Early_y22_LAI_sampling-5,67,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-067A,4.415,20220817,09:16:44
67_B_ACRE-Biomass_Early_y22_LAI_sampling-5,67,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-067B,4.060,20220817,09:17:11
68_A_ACRE-Biomass_Early_y22_LAI_sampling-5,68,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-068A,5.211,20220817,09:17:35
68_B_ACRE-Biomass_Early_y22_LAI_sampling-5,68,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-068B,5.658,20220817,09:18:08
69_A_ACRE-Biomass_Early_y22_LAI_sampling-5,69,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-069A,5.955,20220817,09:18:34
69_B_ACRE-Biomass_Early_y22_LAI_sampling-5,69,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-069B,5.045,20220817,09:19:02
70_A_ACRE-Biomass_Early_y22_LAI_sampling-5,70,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-070A,3.298,20220817,09:19:33
70_B_ACRE-Biomass_Early_y22_LAI_sampling-5,70,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-070B,3.730,20220817,09:19:59
71_A_ACRE-Biomass_Early_y22_LAI_sampling-5,71,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-071A,3.393,20220817,09:20:30
71_B_ACRE-Biomass_Early_y22_LAI_sampling-5,71,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-071B,4.090,20220817,09:20:59
72_A_ACRE-Biomass_Early_y22_LAI_sampling-5,72,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-072A,4.553,20220817,09:21:34
72_B_ACRE-Biomass_Early_y22_LAI_sampling-5,72,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-072B,5.255,20220817,09:22:03
73_A_ACRE-Biomass_Early_y22_LAI_sampling-5,73,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-073A,5.743,20220817,09:22:48
73_B_ACRE-Biomass_Early_y22_LAI_sampling-5,73,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-073B,5.815,20220817,09:23:14
74_A_ACRE-Biomass_Early_y22_LAI_sampling-5,74,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-074A,4.371,20220817,09:23:42
74_B_ACRE-Biomass_Early_y22_LAI_sampling-5,74,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-074B,4.234,20220817,09:24:14
75_A_ACRE-Biomass_Early_y22_LAI_sampling-5,75,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-075A,4.570,20220817,09:24:39
75_B_ACRE-Biomass_Early_y22_LAI_sampling-5,75,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-075B,4.477,20220817,09:25:18
76_A_ACRE-Biomass_Early_y22_LAI_sampling-5,76,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-076A,4.478,20220817,09:26:02
76_B_ACRE-Biomass_Early_y22_LAI_sampling-5,76,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-076B,4.748,20220817,09:26:27
77_A_ACRE-Biomass_Early_y22_LAI_sampling-5,77,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-077A,4.649,20220817,09:27:07
77_B_ACRE-Biomass_Early_y22_LAI_sampling-5,77,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-077B,4.322,20220817,09:27:29
78_A_ACRE-Biomass_Early_y22_LAI_sampling-5,78,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-078A,4.867,20220817,09:28:01
78_B_ACRE-Biomass_Early_y22_LAI_sampling-5,78,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-078B,4.587,20220817,09:28:23
79_A_ACRE-Biomass_Early_y22_LAI_sampling-5,79,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-079A,4.605,20220817,09:28:50
79_B_ACRE-Biomass_Early_y22_LAI_sampling-5,79,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-079B,5.518,20220817,09:32:14
80_A_ACRE-Biomass_Early_y22_LAI_sampling-5,80,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-080A,5.460,20220817,09:32:53
80_B_ACRE-Biomass_Early_y22_LAI_sampling-5,80,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-080B,5.914,20220817,09:33:18
81_A_ACRE-Biomass_Early_y22_LAI_sampling-5,81,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-081A,4.585,20220817,09:33:40
81_B_ACRE-Biomass_Early_y22_LAI_sampling-5,81,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-081B,5.289,20220817,09:34:12
82_A_ACRE-Biomass_Early_y22_LAI_sampling-5,82,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-082A,2.886,20220817,09:36:04
82_B_ACRE-Biomass_Early_y22_LAI_sampling-5,82,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-082B,2.893,20220817,09:36:27
83_A_ACRE-Biomass_Early_y22_LAI_sampling-5,83,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-083A,4.156,20220817,09:37:16
83_B_ACRE-Biomass_Early_y22_LAI_sampling-5,83,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-083B,4.007,20220817,09:38:04
84_A_ACRE-Biomass_Early_y22_LAI_sampling-5,84,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-084A,4.798,20220817,09:38:40
84_B_ACRE-Biomass_Early_y22_LAI_sampling-5,84,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-084B,5.945,20220817,09:39:09
85_A_ACRE-Biomass_Early_y22_LAI_sampling-5,85,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-085A,5.013,20220817,09:39:42
85_B_ACRE-Biomass_Early_y22_LAI_sampling-5,85,B,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-085B,5.081,20220817,09:40:05
86_A_ACRE-Biomass_Early_y22_LAI_sampling-5,86,A,ACRE-Biomass,Early,sampling-5,LAI,y22,AE5-086A,5.578,20220817,09:40:34
