plot,range,line,entry,source,rep,environment,id_sample,sample_name,experiment_name,sampling_identifier,variable_name,season,variable_value,date,variable_units
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.423,20220817,LAI
3,2,SA18-11280,7,Scaboo,1,Early planting date,3_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.416,20220817,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.6217,20220713,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,2.08,20220713,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.418,20220725,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.931,20220725,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.753,20220801,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.598,20220801,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.35,20220809,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.379,20220809,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.534,20220817,LAI
4,2,CR16-2874,19,Rainey,1,Early planting date,4_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.86,20220817,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,2.093,20220713,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.493,20220713,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.707,20220725,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.696,20220725,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.742,20220801,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,5.676,20220801,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.928,20220809,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.846,20220809,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,3.7,20220817,LAI
5,2,LD15-3818,11,Diers,1,Early planting date,5_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.076,20220817,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,3.346,20220713,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.077,20220713,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.116,20220725,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.41,20220725,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.281,20220801,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,6.684,20220801,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.829,20220809,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.042,20220809,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.604,20220817,LAI
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.377,20220817,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.8487,20220713,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.521,20220713,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.955,20220725,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.462,20220725,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.015,20220801,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.386,20220801,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.804,20220809,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.983,20220809,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.562,20220817,LAI
7,3,U14-910097,25,Checks,1,Early planting date,7_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.677,20220817,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.6315,20220713,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.042,20220713,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.539,20220725,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,0.73,20220725,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,2.849,20220801,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.61,20220801,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.193,20220809,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,1.839,20220809,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,2.204,20220817,LAI
8,3,E18610T,2,Wang,1,Early planting date,8_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,2.818,20220817,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.224,20220713,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.317,20220713,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.115,20220725,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.15,20220725,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,5.617,20220801,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,5.264,20220801,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.303,20220809,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.668,20220809,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,5.009,20220817,LAI
9,3,LD07-3395bf,10,Diers,1,Early planting date,9_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.966,20220817,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.344,20220713,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,2.24,20220713,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.493,20220725,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.514,20220725,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,5.452,20220801,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,5.228,20220801,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,4.779,20220809,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,5.141,20220809,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,7.093,20220817,LAI
10,3,K17-6388,4,Schapaugh,1,Early planting date,10_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,6.926,20220817,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.382,20220713,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.876,20220713,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.528,20220725,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.799,20220725,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,0.0,20220801,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.951,20220801,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.558,20220809,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.676,20220809,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.189,20220817,LAI
11,3,HM17-02244,13,Leah,1,Early planting date,11_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.957,20220817,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.769,20220713,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.972,20220713,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,0.9908,20220725,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.838,20220725,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.678,20220801,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.123,20220801,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.698,20220809,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.562,20220809,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,3.319,20220817,LAI
12,3,CR16-0042,15,Rainey,1,Early planting date,12_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,3.382,20220817,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.266,20220713,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,0.6699,20220713,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,2.193,20220725,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.848,20220725,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,3.668,20220801,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.351,20220801,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.557,20220809,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,2.679,20220809,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,3.109,20220817,LAI
13,4,LD00-2817,23,Checks,1,Early planting date,13_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,3.687,20220817,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.016,20220713,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_B_ACRE-Biomass_Early_y22_LAI_sampling-1,B,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.04,20220713,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_A_ACRE-Biomass_Early_y22_LAI_sampling-2,A,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,1.909,20220725,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_B_ACRE-Biomass_Early_y22_LAI_sampling-2,B,ACRE Public Biomass,sampling-2,Leaf Area Index,2022,3.703,20220725,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_A_ACRE-Biomass_Early_y22_LAI_sampling-3,A,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.036,20220801,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_B_ACRE-Biomass_Early_y22_LAI_sampling-3,B,ACRE Public Biomass,sampling-3,Leaf Area Index,2022,4.536,20220801,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_A_ACRE-Biomass_Early_y22_LAI_sampling-4,A,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.126,20220809,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_B_ACRE-Biomass_Early_y22_LAI_sampling-4,B,ACRE Public Biomass,sampling-4,Leaf Area Index,2022,3.095,20220809,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_A_ACRE-Biomass_Early_y22_LAI_sampling-5,A,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,3.955,20220817,LAI
14,4,LD11-2170,9,Diers,1,Early planting date,14_B_ACRE-Biomass_Early_y22_LAI_sampling-5,B,ACRE Public Biomass,sampling-5,Leaf Area Index,2022,4.506,20220817,LAI
15,4,K18-2961,5,Schapaugh,1,Early planting date,15_A_ACRE-Biomass_Early_y22_LAI_sampling-1,A,ACRE Public Biomass,sampling-1,Leaf Area Index,2022,1.129,20220713,LAI
