"plot","range","line","entry","source","rep","environment","id_sample","sample_name","experiment_name","sampling_identifier","variable_name","season","variable_value","date","variable_units"
3,2,"SA18-11280",7,"Scaboo",1,"Early planting date","3_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.979,2022-08-09,"LAI"
3,2,"SA18-11280",7,"Scaboo",1,"Early planting date","3_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.946,2022-08-09,"LAI"
3,2,"SA18-11280",7,"Scaboo",1,"Early planting date","3_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,5.423,2022-08-17,"LAI"
3,2,"SA18-11280",7,"Scaboo",1,"Early planting date","3_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,5.416,2022-08-17,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,0.6217,2022-07-13,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,2.08,2022-07-13,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.418,2022-07-25,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.931,2022-07-25,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,2.753,2022-08-01,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,3.598,2022-08-01,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.35,2022-08-09,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.379,2022-08-09,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,4.534,2022-08-17,"LAI"
4,2,"CR16-2874",19,"Rainey",1,"Early planting date","4_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,4.86,2022-08-17,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,2.093,2022-07-13,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.493,2022-07-13,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.707,2022-07-25,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,1.696,2022-07-25,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,2.742,2022-08-01,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,5.676,2022-08-01,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,2.928,2022-08-09,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,2.846,2022-08-09,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,3.7,2022-08-17,"LAI"
5,2,"LD15-3818",11,"Diers",1,"Early planting date","5_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,4.076,2022-08-17,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,3.346,2022-07-13,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.077,2022-07-13,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.116,2022-07-25,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.41,2022-07-25,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,4.281,2022-08-01,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,6.684,2022-08-01,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.829,2022-08-09,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,4.042,2022-08-09,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,4.604,2022-08-17,"LAI"
6,2,"SA17-30464",8,"Scaboo",1,"Early planting date","6_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,5.377,2022-08-17,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,0.8487,2022-07-13,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.521,2022-07-13,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,1.955,2022-07-25,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.462,2022-07-25,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,4.015,2022-08-01,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,4.386,2022-08-01,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.804,2022-08-09,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.983,2022-08-09,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,4.562,2022-08-17,"LAI"
7,3,"U14-910097",25,"Checks",1,"Early planting date","7_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,5.677,2022-08-17,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,0.6315,2022-07-13,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.042,2022-07-13,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,1.539,2022-07-25,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,0.73,2022-07-25,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,2.849,2022-08-01,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,3.61,2022-08-01,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,2.193,2022-08-09,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,1.839,2022-08-09,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,2.204,2022-08-17,"LAI"
8,3,"E18610T",2,"Wang",1,"Early planting date","8_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,2.818,2022-08-17,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.224,2022-07-13,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.317,2022-07-13,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.115,2022-07-25,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.15,2022-07-25,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,5.617,2022-08-01,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,5.264,2022-08-01,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,4.303,2022-08-09,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.668,2022-08-09,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,5.009,2022-08-17,"LAI"
9,3,"LD07-3395bf",10,"Diers",1,"Early planting date","9_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,4.966,2022-08-17,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.344,2022-07-13,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,2.24,2022-07-13,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.493,2022-07-25,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.514,2022-07-25,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,5.452,2022-08-01,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,5.228,2022-08-01,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,4.779,2022-08-09,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,5.141,2022-08-09,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,7.093,2022-08-17,"LAI"
10,3,"K17-6388",4,"Schapaugh",1,"Early planting date","10_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,6.926,2022-08-17,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.382,2022-07-13,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.876,2022-07-13,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,1.528,2022-07-25,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.799,2022-07-25,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,0,2022-08-01,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,3.951,2022-08-01,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.558,2022-08-09,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,3.676,2022-08-09,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,4.189,2022-08-17,"LAI"
11,3,"HM17-02244",13,"Leah",1,"Early planting date","11_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,4.957,2022-08-17,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.769,2022-07-13,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,0.972,2022-07-13,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,0.9908,2022-07-25,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,1.838,2022-07-25,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,3.678,2022-08-01,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,3.123,2022-08-01,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,2.698,2022-08-09,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,2.562,2022-08-09,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,3.319,2022-08-17,"LAI"
12,3,"CR16-0042",15,"Rainey",1,"Early planting date","12_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,3.382,2022-08-17,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_A_ACRE-Biomass_Early_y22_LAI_sampling-1","A","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,1.266,2022-07-13,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_B_ACRE-Biomass_Early_y22_LAI_sampling-1","B","ACRE Public Biomass","sampling-1","Leaf Area Index",2022,0.6699,2022-07-13,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_A_ACRE-Biomass_Early_y22_LAI_sampling-2","A","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,2.193,2022-07-25,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_B_ACRE-Biomass_Early_y22_LAI_sampling-2","B","ACRE Public Biomass","sampling-2","Leaf Area Index",2022,1.848,2022-07-25,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_A_ACRE-Biomass_Early_y22_LAI_sampling-3","A","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,3.668,2022-08-01,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_B_ACRE-Biomass_Early_y22_LAI_sampling-3","B","ACRE Public Biomass","sampling-3","Leaf Area Index",2022,4.351,2022-08-01,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_A_ACRE-Biomass_Early_y22_LAI_sampling-4","A","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,2.557,2022-08-09,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_B_ACRE-Biomass_Early_y22_LAI_sampling-4","B","ACRE Public Biomass","sampling-4","Leaf Area Index",2022,2.679,2022-08-09,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_A_ACRE-Biomass_Early_y22_LAI_sampling-5","A","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,3.109,2022-08-17,"LAI"
13,4,"LD00-2817",23,"Checks",1,"Early planting date","13_B_ACRE-Biomass_Early_y22_LAI_sampling-5","B","ACRE Public Biomass","sampling-5","Leaf Area Index",2022,3.687,2022-08-17,"LAI"
